date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:51:22	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:22%20GMT	http://staticw2.yotpo.com/ylVa7t6pthZzshj3mkQbZmvDpeEx2a7JhRwpcGDW/widget.js	D:/EXE101/Vata/staticw2.yotpo.com/ylVa7t6pthZzshj3mkQbZmvDpeEx2a7JhRwpcGDW/widget.1a.delayed	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:23	7511/7511	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ff4f59cdd44330cc691566f32be1d71%22	https://static.klaviyo.com/onsite/js/W68L7C/klaviyo.js?company_id=W68L7C	D:/EXE101/Vata/static.klaviyo.com/onsite/js/W68L7C/klaviyo749a.js	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:24	104867/104867	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:5d64ef5dc322369be83ab37b07f14d83%22	https://www.seeson.vn/collections/POST	D:/EXE101/Vata/www.seeson.vn/collections/POST	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:24%20GMT	http://www.seeson.vn/cdn/s/trekkie.storefront.bda1c7f8ce322425fd3b514c95d393292639cd34.min.js	D:/EXE101/Vata/www.seeson.vn/cdn/s/trekkie.storefront.bda1c7f8ce322425fd3b514c95d393292639cd34.min.1d.delayed	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:24	117934/117934	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Nov%202024%2021:36:17%20GMT	https://www.seeson.vn/cdn/s/trekkie.storefront.bda1c7f8ce322425fd3b514c95d393292639cd34.min.js	D:/EXE101/Vata/www.seeson.vn/cdn/s/trekkie.storefront.bda1c7f8ce322425fd3b514c95d393292639cd34.min.js	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:24%20GMT	http://www.seeson.vn/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	D:/EXE101/Vata/www.seeson.vn/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.1f.delayed	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:26	8298/8298	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2023%20Oct%202024%2016:22:47%20GMT	https://www.seeson.vn/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	D:/EXE101/Vata/www.seeson.vn/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:26%20GMT	http://www.seeson.vn/cdn/shop/t/49/assets/cart.js?v=83971781268232213281719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/cartafc6.js	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:26	18865/18865	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2022%20Oct%202024%2013:40:52%20GMT	https://www.seeson.vn/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.0.1.min.js	D:/EXE101/Vata/www.seeson.vn/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.0.1.min.js	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:26	5213/5213	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2027%20Jun%202024%2007:24:48%20GMT	https://www.seeson.vn/cdn/shop/t/49/assets/cart.js?v=83971781268232213281719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/cartafc6.js	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:27%20GMT	http://www.seeson.vn/cdn/shop/t/49/assets/component-list-menu.css?v=151968516119678728991719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-list-menu6086.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:27	287937/287937	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b4b5da4e9e51161ac3c3951b2ad5ae9b%22	https://www.seeson.vn/collections/all	D:/EXE101/Vata/www.seeson.vn/collections/all.html	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:27	516/516	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Jun%202024%2007:24:51%20GMT	https://www.seeson.vn/cdn/shop/t/49/assets/component-list-menu.css?v=151968516119678728991719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-list-menu6086.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:27%20GMT	http://www.seeson.vn/cdn/shop/t/49/assets/component-search.css?v=96455689198851321781719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-search26cf.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:28	595/595	---MCZ	200	added ('OK')	text/css	date:Tue,%2002%20Jul%202024%2004:19:02%20GMT	https://www.seeson.vn/cdn/shop/t/49/assets/component-search.css?v=96455689198851321781719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-search26cf.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:28%20GMT	http://www.seeson.vn/cdn/shop/t/49/assets/component-menu-drawer.css?v=42159414869972430171719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-menu-drawer0549.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:28	104867/104867	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:5d64ef5dc322369be83ab37b07f14d83%22	https://www.seeson.vn/collections/Trident/	D:/EXE101/Vata/www.seeson.vn/collections/Trident/index.html	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:28	4270/4270	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Jun%202024%2007:24:51%20GMT	https://www.seeson.vn/cdn/shop/t/49/assets/component-menu-drawer.css?v=42159414869972430171719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-menu-drawer0549.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:29%20GMT	http://www.seeson.vn/cdn/shop/t/49/assets/component-cart-notification.css?v=183358051719344305851719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-cart-notification7626.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:29%20GMT	http://www.seeson.vn/cdn/shop/t/49/assets/component-cart-items.css?v=149550903117373482051719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-cart-items2c18.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:29	2571/2571	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Jun%202024%2007:24:51%20GMT	https://www.seeson.vn/cdn/shop/t/49/assets/component-cart-notification.css?v=183358051719344305851719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-cart-notification7626.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:29	4201/4201	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Jun%202024%2007:24:51%20GMT	https://www.seeson.vn/cdn/shop/t/49/assets/component-cart-items.css?v=149550903117373482051719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-cart-items2c18.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:30%20GMT	http://www.seeson.vn/cdn/shop/t/49/assets/component-mega-menu.css?v=148278812612657289591719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-mega-menu8e6b.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:30%20GMT	http://www.seeson.vn/cdn/shop/t/49/assets/component-cart-drawer.css?v=35930391193938886121719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-cart-drawer9145.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:30	1493/1493	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Jun%202024%2007:24:51%20GMT	https://www.seeson.vn/cdn/shop/t/49/assets/component-mega-menu.css?v=148278812612657289591719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-mega-menu8e6b.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:30	6118/6118	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Jun%202024%2007:24:46%20GMT	https://www.seeson.vn/cdn/shop/t/49/assets/component-cart-drawer.css?v=35930391193938886121719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-cart-drawer9145.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:30%20GMT	http://www.seeson.vn/cdn/shop/t/49/assets/component-cart.css?v=61086454150987525971719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-cartee30.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:31%20GMT	http://www.seeson.vn/cdn/shop/t/49/assets/component-totals.css?v=182318985872023642251719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-totals94d3.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:31	2833/2833	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Jun%202024%2007:24:46%20GMT	https://www.seeson.vn/cdn/shop/t/49/assets/component-cart.css?v=61086454150987525971719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-cartee30.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:31	596/596	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Jun%202024%2007:24:46%20GMT	https://www.seeson.vn/cdn/shop/t/49/assets/component-totals.css?v=182318985872023642251719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-totals94d3.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:31%20GMT	http://www.seeson.vn/cdn/shop/t/49/assets/component-price.css?v=162815876233210109211719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-pricea217.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:31	1685/1685	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Jun%202024%2007:24:46%20GMT	https://www.seeson.vn/cdn/shop/t/49/assets/component-price.css?v=162815876233210109211719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-pricea217.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
22:51:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:51:32%20GMT	http://www.seeson.vn/cdn/shop/t/49/assets/component-discounts.css?v=152760482443307489271719468218	D:/EXE101/Vata/www.seeson.vn/cdn/shop/t/49/assets/component-discounts2902.css	(from https://www.seeson.vn/collections/phu-kien?srsltid=AfmBOopc7slsURmza_ZUSeBixapZCC0uIr7Rz_8m7N_ldtSI_K9uviyM)
